,Item,Condition,Condition code,Scenario,Modified,First_mention,Recent_mention,prior_mentions_start,prior_mentions_end,num_sentences
1401,71,1,TB-C,"Nicola passed by the kitchen. Nicola brushed her teeth and left the toothpaste in the bathroom.  Later, Nicola saw her flatmate move the toothpaste to the kitchen. When Nicola wanted to use the toothpaste again she looked in the kitchen.",Yes,End,End,1,2,4
1402,71,1,TB-C,"Nicola passed by the bathroom. Nicola brushed her teeth and left the toothpaste in the bathroom.  Later, Nicola saw her flatmate move the toothpaste to the kitchen. When Nicola wanted to use the toothpaste again she looked in the kitchen.",Yes,Start,End,2,1,4
1403,71,1,TB-C,"Nicola brushed her teeth and left the toothpaste in the bathroom.  Later, Nicola saw her flatmate move the toothpaste to the kitchen. Nicola was near the bathroom. When Nicola wanted to use the toothpaste again she looked in the kitchen.",Yes,Start,Start,2,1,4
1404,71,1,TB-C,"Nicola brushed her teeth and left the toothpaste in the bathroom.  Later, Nicola saw her flatmate move the toothpaste to the kitchen. Nicola was near the kitchen. When Nicola wanted to use the toothpaste again she looked in the kitchen.",Yes,Start,End,1,2,4
1405,71,2,TB-IC,"Nicola brushed her teeth and left the toothpaste in the bathroom.  Later, Nicola saw her flatmate move the toothpaste to the kitchen. When Nicola wanted to use the toothpaste again she looked in the bathroom.",No,Start,End,1,1,3
1406,71,2,TB-IC,"Nicola passed by the kitchen. Nicola brushed her teeth and left the toothpaste in the bathroom.  Later, Nicola saw her flatmate move the toothpaste to the kitchen. When Nicola wanted to use the toothpaste again she looked in the bathroom.",Yes,End,End,1,2,4
1407,71,2,TB-IC,"Nicola passed by the bathroom. Nicola brushed her teeth and left the toothpaste in the bathroom.  Later, Nicola saw her flatmate move the toothpaste to the kitchen. When Nicola wanted to use the toothpaste again she looked in the bathroom.",Yes,Start,End,2,1,4
1408,71,2,TB-IC,"Nicola brushed her teeth and left the toothpaste in the bathroom.  Later, Nicola saw her flatmate move the toothpaste to the kitchen. Nicola was near the bathroom. When Nicola wanted to use the toothpaste again she looked in the bathroom.",Yes,Start,Start,2,1,4
1409,71,2,TB-IC,"Nicola brushed her teeth and left the toothpaste in the bathroom.  Later, Nicola saw her flatmate move the toothpaste to the kitchen. Nicola was near the kitchen. When Nicola wanted to use the toothpaste again she looked in the bathroom.",Yes,Start,End,1,2,4
1410,71,3,FB-C,"Nicola brushed her teeth and left the toothpaste in the bathroom.  While Nicola was not looking, her flatmate moved the toothpaste to the kitchen. When Nicola wanted to use the toothpaste again she looked in the bathroom.",No,Start,End,1,1,3
1411,71,3,FB-C,"Nicola passed by the kitchen. Nicola brushed her teeth and left the toothpaste in the bathroom.  While Nicola was not looking, her flatmate moved the toothpaste to the kitchen. When Nicola wanted to use the toothpaste again she looked in the bathroom.",Yes,End,End,1,2,4
1412,71,3,FB-C,"Nicola passed by the bathroom. Nicola brushed her teeth and left the toothpaste in the bathroom.  While Nicola was not looking, her flatmate moved the toothpaste to the kitchen. When Nicola wanted to use the toothpaste again she looked in the bathroom.",Yes,Start,End,2,1,4
1413,71,3,FB-C,"Nicola brushed her teeth and left the toothpaste in the bathroom.  While Nicola was not looking, her flatmate moved the toothpaste to the kitchen. Nicola was near the bathroom. When Nicola wanted to use the toothpaste again she looked in the bathroom.",Yes,Start,Start,2,1,4
1414,71,3,FB-C,"Nicola brushed her teeth and left the toothpaste in the bathroom.  While Nicola was not looking, her flatmate moved the toothpaste to the kitchen. Nicola was near the kitchen. When Nicola wanted to use the toothpaste again she looked in the bathroom.",Yes,Start,End,1,2,4
1415,71,4,FB-IC,"Nicola brushed her teeth and left the toothpaste in the bathroom.  While Nicola was not looking, her flatmate moved the toothpaste to the kitchen. When Nicola wanted to use the toothpaste again she looked in the kitchen.",No,Start,End,1,1,3
1416,71,4,FB-IC,"Nicola passed by the kitchen. Nicola brushed her teeth and left the toothpaste in the bathroom.  While Nicola was not looking, her flatmate moved the toothpaste to the kitchen. When Nicola wanted to use the toothpaste again she looked in the kitchen.",Yes,End,End,1,2,4
1417,71,4,FB-IC,"Nicola passed by the bathroom. Nicola brushed her teeth and left the toothpaste in the bathroom.  While Nicola was not looking, her flatmate moved the toothpaste to the kitchen. When Nicola wanted to use the toothpaste again she looked in the kitchen.",Yes,Start,End,2,1,4
1418,71,4,FB-IC,"Nicola brushed her teeth and left the toothpaste in the bathroom.  While Nicola was not looking, her flatmate moved the toothpaste to the kitchen. Nicola was near the bathroom. When Nicola wanted to use the toothpaste again she looked in the kitchen.",Yes,Start,Start,2,1,4
1419,71,4,FB-IC,"Nicola brushed her teeth and left the toothpaste in the bathroom.  While Nicola was not looking, her flatmate moved the toothpaste to the kitchen. Nicola was near the kitchen. When Nicola wanted to use the toothpaste again she looked in the kitchen.",Yes,Start,End,1,2,4
1420,72,1,TB-C,"Jason and Gary arrived at the disco and danced next to the podium all night.  Later, Jason observed Gary move to the bar. When Jason wanted to find Gary he looked next to the bar.",No,Start,End,1,1,3
1421,72,1,TB-C,"Jason passed by the bar. Jason and Gary arrived at the disco and danced next to the podium all night.  Later, Jason observed Gary move to the bar. When Jason wanted to find Gary he looked next to the bar.",Yes,End,End,1,2,4
1422,72,1,TB-C,"Jason passed by the night. Jason and Gary arrived at the disco and danced next to the podium all night.  Later, Jason observed Gary move to the bar. When Jason wanted to find Gary he looked next to the bar.",Yes,Start,End,2,1,4
1423,72,1,TB-C,"Jason and Gary arrived at the disco and danced next to the podium all night.  Later, Jason observed Gary move to the bar. Jason was near the night. When Jason wanted to find Gary he looked next to the bar.",Yes,Start,Start,2,1,4
1424,72,1,TB-C,"Jason and Gary arrived at the disco and danced next to the podium all night.  Later, Jason observed Gary move to the bar. Jason was near the bar. When Jason wanted to find Gary he looked next to the bar.",Yes,Start,End,1,2,4
1425,72,2,TB-IC,"Jason and Gary arrived at the disco and danced next to the podium all night.  Later, Jason observed Gary move to the bar. When Jason wanted to find Gary he looked next to the podium.",No,Start,End,1,1,3
1426,72,2,TB-IC,"Jason passed by the bar. Jason and Gary arrived at the disco and danced next to the podium all night.  Later, Jason observed Gary move to the bar. When Jason wanted to find Gary he looked next to the podium.",Yes,End,End,1,2,4
1427,72,2,TB-IC,"Jason passed by the night. Jason and Gary arrived at the disco and danced next to the podium all night.  Later, Jason observed Gary move to the bar. When Jason wanted to find Gary he looked next to the podium.",Yes,Start,End,2,1,4
1428,72,2,TB-IC,"Jason and Gary arrived at the disco and danced next to the podium all night.  Later, Jason observed Gary move to the bar. Jason was near the night. When Jason wanted to find Gary he looked next to the podium.",Yes,Start,Start,2,1,4
1429,72,2,TB-IC,"Jason and Gary arrived at the disco and danced next to the podium all night.  Later, Jason observed Gary move to the bar. Jason was near the bar. When Jason wanted to find Gary he looked next to the podium.",Yes,Start,End,1,2,4
1430,72,3,FB-C,"Jason and Gary arrived at the disco and danced next to the podium all night.  While Jason went to the toilet, Gary moved to the bar. When Jason wanted to find Gary he looked next to the podium.",No,Start,End,1,1,3
1431,72,3,FB-C,"Jason passed by the bar. Jason and Gary arrived at the disco and danced next to the podium all night.  While Jason went to the toilet, Gary moved to the bar. When Jason wanted to find Gary he looked next to the podium.",Yes,End,End,1,2,4
1432,72,3,FB-C,"Jason passed by the night. Jason and Gary arrived at the disco and danced next to the podium all night.  While Jason went to the toilet, Gary moved to the bar. When Jason wanted to find Gary he looked next to the podium.",Yes,Start,End,2,1,4
1433,72,3,FB-C,"Jason and Gary arrived at the disco and danced next to the podium all night.  While Jason went to the toilet, Gary moved to the bar. Jason was near the night. When Jason wanted to find Gary he looked next to the podium.",Yes,Start,Start,2,1,4
1434,72,3,FB-C,"Jason and Gary arrived at the disco and danced next to the podium all night.  While Jason went to the toilet, Gary moved to the bar. Jason was near the bar. When Jason wanted to find Gary he looked next to the podium.",Yes,Start,End,1,2,4
1435,72,4,FB-IC,"Jason and Gary arrived at the disco and danced next to the podium all night.  While Jason went to the toilet, Gary moved to the bar. When Jason wanted to find Gary he looked next to the bar.",No,Start,End,1,1,3
1436,72,4,FB-IC,"Jason passed by the bar. Jason and Gary arrived at the disco and danced next to the podium all night.  While Jason went to the toilet, Gary moved to the bar. When Jason wanted to find Gary he looked next to the bar.",Yes,End,End,1,2,4
1437,72,4,FB-IC,"Jason passed by the night. Jason and Gary arrived at the disco and danced next to the podium all night.  While Jason went to the toilet, Gary moved to the bar. When Jason wanted to find Gary he looked next to the bar.",Yes,Start,End,2,1,4
1438,72,4,FB-IC,"Jason and Gary arrived at the disco and danced next to the podium all night.  While Jason went to the toilet, Gary moved to the bar. Jason was near the night. When Jason wanted to find Gary he looked next to the bar.",Yes,Start,Start,2,1,4
1439,72,4,FB-IC,"Jason and Gary arrived at the disco and danced next to the podium all night.  While Jason went to the toilet, Gary moved to the bar. Jason was near the bar. When Jason wanted to find Gary he looked next to the bar.",Yes,Start,End,1,2,4
1440,73,1,TB-C,"Simon framed his graduation certificate and put it in his bedroom.  Later, Simon noticed his Mum move the certificate to the lounge. When Simon wanted to admire his certificate he looked in the lounge.",No,Start,End,1,1,3
1441,73,1,TB-C,"Simon passed by the lounge. Simon framed his graduation certificate and put it in his bedroom.  Later, Simon noticed his Mum move the certificate to the lounge. When Simon wanted to admire his certificate he looked in the lounge.",Yes,End,End,1,2,4
1442,73,1,TB-C,"Simon passed by the bedroom. Simon framed his graduation certificate and put it in his bedroom.  Later, Simon noticed his Mum move the certificate to the lounge. When Simon wanted to admire his certificate he looked in the lounge.",Yes,Start,End,2,1,4
1443,73,1,TB-C,"Simon framed his graduation certificate and put it in his bedroom.  Later, Simon noticed his Mum move the certificate to the lounge. Simon was near the bedroom. When Simon wanted to admire his certificate he looked in the lounge.",Yes,Start,Start,2,1,4
1444,73,1,TB-C,"Simon framed his graduation certificate and put it in his bedroom.  Later, Simon noticed his Mum move the certificate to the lounge. Simon was near the lounge. When Simon wanted to admire his certificate he looked in the lounge.",Yes,Start,End,1,2,4
1445,73,2,TB-IC,"Simon framed his graduation certificate and put it in his bedroom.  Later, Simon noticed his Mum move the certificate to the lounge. When Simon wanted to admire his certificate he looked in the bedroom.",No,Start,End,1,1,3
1446,73,2,TB-IC,"Simon passed by the lounge. Simon framed his graduation certificate and put it in his bedroom.  Later, Simon noticed his Mum move the certificate to the lounge. When Simon wanted to admire his certificate he looked in the bedroom.",Yes,End,End,1,2,4
1447,73,2,TB-IC,"Simon passed by the bedroom. Simon framed his graduation certificate and put it in his bedroom.  Later, Simon noticed his Mum move the certificate to the lounge. When Simon wanted to admire his certificate he looked in the bedroom.",Yes,Start,End,2,1,4
1448,73,2,TB-IC,"Simon framed his graduation certificate and put it in his bedroom.  Later, Simon noticed his Mum move the certificate to the lounge. Simon was near the bedroom. When Simon wanted to admire his certificate he looked in the bedroom.",Yes,Start,Start,2,1,4
