,Item,Condition,Condition code,Scenario,probability,belief,consistency,final_word,masked_passages
317,80,2,TB-IC,"David priced the gifts in the shop and put the remaining labels in the bin.  Later, David noticed his colleague move the labels to the till. When David wanted to examine the labels he looked in the bin.",0.8799077272415161,TB,IC,bin,"David priced the gifts in the shop and put the remaining labels in the bin.  Later, David noticed his colleague move the labels to the till. When David wanted to examine the labels he looked in the [MASK] ."
318,80,3,FB-C,"David priced the gifts in the shop and put the remaining labels in the bin.  While David was out the shop, his colleague moved the labels to the till. When David wanted to examine the labels he looked in the bin.",0.44636300206184387,FB,C,bin,"David priced the gifts in the shop and put the remaining labels in the bin.  While David was out the shop, his colleague moved the labels to the till. When David wanted to examine the labels he looked in the [MASK] ."
319,80,4,FB-IC,"David priced the gifts in the shop and put the remaining labels in the bin.  While David was out the shop, his colleague moved the labels to the till. When David wanted to examine the labels he looked in the till.",0.22565674781799314,FB,IC,till,"David priced the gifts in the shop and put the remaining labels in the bin.  While David was out the shop, his colleague moved the labels to the till. When David wanted to examine the labels he looked in the [MASK] ."
320,81,1,TB-C,"Kerri-lee finished her experiment and hung her lab coat up in the corridor.  Later, Kerry-lee witnessed Sian move the lab coat to the office. When Kerry-lee wanted to wear the lab coat she looked in the office.",0.013305081054568292,TB,C,office,"Kerri-lee finished her experiment and hung her lab coat up in the corridor.  Later, Kerry-lee witnessed Sian move the lab coat to the office. When Kerry-lee wanted to wear the lab coat she looked in the [MASK] ."
321,81,2,TB-IC,"Kerri-lee finished her experiment and hung her lab coat up in the corridor.  Later, Kerry-lee witnessed Sian move the lab coat to the office. When Kerry-lee wanted to wear the lab coat she looked in the corridor.",0.4083695411682129,TB,IC,corridor,"Kerri-lee finished her experiment and hung her lab coat up in the corridor.  Later, Kerry-lee witnessed Sian move the lab coat to the office. When Kerry-lee wanted to wear the lab coat she looked in the [MASK] ."
322,81,3,FB-C,"Kerri-lee finished her experiment and hung her lab coat up in the corridor.  While Kerry-lee was out for coffee, Sian moved the lab coat to the office. When Kerry-lee wanted to wear the lab coat she looked in the corridor.",0.6159272193908691,FB,C,corridor,"Kerri-lee finished her experiment and hung her lab coat up in the corridor.  While Kerry-lee was out for coffee, Sian moved the lab coat to the office. When Kerry-lee wanted to wear the lab coat she looked in the [MASK] ."
323,81,4,FB-IC,"Kerri-lee finished her experiment and hung her lab coat up in the corridor.  While Kerry-lee was out for coffee, Sian moved the lab coat to the office. When Kerry-lee wanted to wear the lab coat she looked in the office.",0.012750009074807167,FB,IC,office,"Kerri-lee finished her experiment and hung her lab coat up in the corridor.  While Kerry-lee was out for coffee, Sian moved the lab coat to the office. When Kerry-lee wanted to wear the lab coat she looked in the [MASK] ."
324,82,1,TB-C,"The professor marked the essays and put them on her desk.  Later, the professor watched the secretary move the essays to the bookshelf. When the professor wanted to check the essays she looked on the bookshelf.",5.218137812335047e-05,TB,C,bookshelf,"The professor marked the essays and put them on her desk.  Later, the professor watched the secretary move the essays to the bookshelf. When the professor wanted to check the essays she looked on the [MASK] ."
325,82,2,TB-IC,"The professor marked the essays and put them on her desk.  Later, the professor watched the secretary move the essays to the bookshelf. When the professor wanted to check the essays she looked on the desk.",0.030229255557060245,TB,IC,desk,"The professor marked the essays and put them on her desk.  Later, the professor watched the secretary move the essays to the bookshelf. When the professor wanted to check the essays she looked on the [MASK] ."
326,82,3,FB-C,"The professor marked the essays and put them on her desk.  While the professor was out teaching, the secretary moved the essays to the bookshelf. When the professor wanted to check the essays she looked on the desk.",0.17060853540897367,FB,C,desk,"The professor marked the essays and put them on her desk.  While the professor was out teaching, the secretary moved the essays to the bookshelf. When the professor wanted to check the essays she looked on the [MASK] ."
327,82,4,FB-IC,"The professor marked the essays and put them on her desk.  While the professor was out teaching, the secretary moved the essays to the bookshelf. When the professor wanted to check the essays she looked on the bookshelf.",1.6906560631468882e-05,FB,IC,bookshelf,"The professor marked the essays and put them on her desk.  While the professor was out teaching, the secretary moved the essays to the bookshelf. When the professor wanted to check the essays she looked on the [MASK] ."
328,83,1,TB-C,"Dirk switched off his laptop and put it in his drawer.  Later, Dirk spotted Arwyn move the laptop to the safe. When Dirk wanted to use his laptop he looked in the safe.",0.04792241379618645,TB,C,safe,"Dirk switched off his laptop and put it in his drawer.  Later, Dirk spotted Arwyn move the laptop to the safe. When Dirk wanted to use his laptop he looked in the [MASK] ."
329,83,2,TB-IC,"Dirk switched off his laptop and put it in his drawer.  Later, Dirk spotted Arwyn move the laptop to the safe. When Dirk wanted to use his laptop he looked in the drawer.",0.008095198310911655,TB,IC,drawer,"Dirk switched off his laptop and put it in his drawer.  Later, Dirk spotted Arwyn move the laptop to the safe. When Dirk wanted to use his laptop he looked in the [MASK] ."
330,83,3,FB-C,"Dirk switched off his laptop and put it in his drawer.  While Dirk was out walking the dog, Arwyn moved the laptop to the safe. When Dirk wanted to use his laptop he looked in the drawer.",0.013976319693028932,FB,C,drawer,"Dirk switched off his laptop and put it in his drawer.  While Dirk was out walking the dog, Arwyn moved the laptop to the safe. When Dirk wanted to use his laptop he looked in the [MASK] ."
331,83,4,FB-IC,"Dirk switched off his laptop and put it in his drawer.  While Dirk was out walking the dog, Arwyn moved the laptop to the safe. When Dirk wanted to use his laptop he looked in the safe.",0.8006393313407898,FB,IC,safe,"Dirk switched off his laptop and put it in his drawer.  While Dirk was out walking the dog, Arwyn moved the laptop to the safe. When Dirk wanted to use his laptop he looked in the [MASK] ."
332,84,1,TB-C,"Neal quickly took off his wellies and put them in the hall.  Later, Neal saw Martha move the wellies to the garage. When Neal wanted to wear his wellies he looked in the garage.",0.0009956798749044538,TB,C,garage,"Neal quickly took off his wellies and put them in the hall.  Later, Neal saw Martha move the wellies to the garage. When Neal wanted to wear his wellies he looked in the [MASK] ."
333,84,2,TB-IC,"Neal quickly took off his wellies and put them in the hall.  Later, Neal saw Martha move the wellies to the garage. When Neal wanted to wear his wellies he looked in the hall.",0.7864969968795776,TB,IC,hall,"Neal quickly took off his wellies and put them in the hall.  Later, Neal saw Martha move the wellies to the garage. When Neal wanted to wear his wellies he looked in the [MASK] ."
334,84,3,FB-C,"Neal quickly took off his wellies and put them in the hall.  While Neal was sleeping, Martha moved the wellies to the garage. When Neal wanted to wear his wellies he looked in the hall.",0.4049941301345825,FB,C,hall,"Neal quickly took off his wellies and put them in the hall.  While Neal was sleeping, Martha moved the wellies to the garage. When Neal wanted to wear his wellies he looked in the [MASK] ."
335,84,4,FB-IC,"Neal quickly took off his wellies and put them in the hall.  While Neal was sleeping, Martha moved the wellies to the garage. When Neal wanted to wear his wellies he looked in the garage.",0.05363737419247628,FB,IC,garage,"Neal quickly took off his wellies and put them in the hall.  While Neal was sleeping, Martha moved the wellies to the garage. When Neal wanted to wear his wellies he looked in the [MASK] ."
336,85,1,TB-C,"Lorraine took off her pink coat and hung it on the back of her chair.  Later, Lorraine observed John move the coat to the peg. When Lorraine wanted to wear her coat she looked on the peg.",0.00046516180736944085,TB,C,peg,"Lorraine took off her pink coat and hung it on the back of her chair.  Later, Lorraine observed John move the coat to the peg. When Lorraine wanted to wear her coat she looked on the [MASK] ."
337,85,2,TB-IC,"Lorraine took off her pink coat and hung it on the back of her chair.  Later, Lorraine observed John move the coat to the peg. When Lorraine wanted to wear her coat she looked on the chair.",0.0004351804091129453,TB,IC,chair,"Lorraine took off her pink coat and hung it on the back of her chair.  Later, Lorraine observed John move the coat to the peg. When Lorraine wanted to wear her coat she looked on the [MASK] ."
338,85,3,FB-C,"Lorraine took off her pink coat and hung it on the back of her chair.  While Lorraine was distracted, John moved the coat to the peg. When Lorraine wanted to wear her coat she looked on the chair.",0.0010094025637954471,FB,C,chair,"Lorraine took off her pink coat and hung it on the back of her chair.  While Lorraine was distracted, John moved the coat to the peg. When Lorraine wanted to wear her coat she looked on the [MASK] ."
339,85,4,FB-IC,"Lorraine took off her pink coat and hung it on the back of her chair.  While Lorraine was distracted, John moved the coat to the peg. When Lorraine wanted to wear her coat she looked on the peg.",0.0004824956413358452,FB,IC,peg,"Lorraine took off her pink coat and hung it on the back of her chair.  While Lorraine was distracted, John moved the coat to the peg. When Lorraine wanted to wear her coat she looked on the [MASK] ."
